id,price
661,548.95
662,1900.98
663,687.25
664,4233.68
665,9697.57
666,5268.49
667,6541.68
668,1806.93
669,966.41
670,10161.79
671,1059.9
672,8626.45
673,5389.63
674,771.68
675,609.65
676,7226.74
677,4576.06
678,719.54
679,732.89
680,1532.0
681,718.88
682,1032.08
683,6955.11
684,16115.16
685,11972.5
686,1376.97
687,2329.91
688,4688.15
689,1312.89
690,1359.88
691,5802.47
692,2631.06
693,10300.64
694,2271.92
695,577.04
696,4133.93
697,6370.05
698,697.59
699,888.84
700,2503.08
701,1105.38
702,5394.69
703,1342.93
704,17573.58
705,9694.33
706,918.59
707,5839.36
708,925.98
709,4391.02
710,4132.07
711,7853.56
712,737.43
713,800.67
714,709.08
715,882.58
716,6881.41
717,1939.94
718,4822.54
719,969.61
720,719.52
721,9252.17
722,4533.92
723,1748.84
724,810.47
725,899.96
726,3503.33
727,7967.62
728,5353.93
729,5466.99
730,9752.43
731,4747.41
732,820.45
733,1985.49
734,8183.49
735,4818.54
736,1583.72
737,1746.56
738,805.52
739,5327.41
740,704.97
741,850.17
742,2581.26
743,4323.77
744,10642.25
745,843.5
746,8136.14
747,1030.45
748,919.62
749,4430.74
750,623.34
751,731.06
752,2270.79
753,4548.02
754,5830.66
755,2983.51
756,4343.1
757,4340.15
758,4347.62
759,5157.65
760,5164.98
761,3429.95
762,4549.59
763,2693.72
764,2594.58
765,972.41
766,2501.27
767,743.23
768,4573.65
769,9762.2
770,3927.78
771,794.11
772,7549.8
773,5013.42
774,2200.57
775,3967.03
776,3525.15
777,1135.88
778,2155.43
779,1099.49
780,3833.8
781,14909.2
782,6110.52
783,9194.21
784,4346.35
785,3055.22
786,993.38
787,4997.46
788,6324.39
789,2128.85
790,843.16
791,1908.42
792,1368.07
793,16624.69
794,1789.82
795,749.43
796,710.01
797,5420.69
798,5976.71
799,887.41
800,1401.2
801,10467.41
802,3434.0
803,11568.79
804,817.41
805,5555.52
806,12751.26
807,738.74
808,4935.01
809,2543.81
810,7560.35
811,2595.47
812,1388.44
813,2362.35
814,1143.07
815,941.64
816,6338.01
817,2964.37
818,16248.41
819,7299.66
820,5494.12
821,7931.91
822,626.92
823,9192.28
824,15266.34
825,3683.7
826,468.29
827,6186.58
828,1113.31
829,967.69
830,700.14
831,783.78
832,1894.68
833,1007.06
834,469.05
835,9839.52
836,2552.07
837,720.51
838,1664.84
839,1026.78
840,6568.37
841,5233.56
842,4823.47
843,4441.31
844,2051.18
845,939.33
846,3557.05
847,3930.11
848,772.43
849,1219.37
850,934.42
851,9787.49
852,6892.66
853,17602.13
854,1966.94
855,1958.48
856,5192.03
857,7218.47
858,9122.3
859,4400.73
860,3200.1
861,728.34
862,1258.58
863,3642.04
864,1553.2
865,15697.47
866,2334.51
867,871.69
868,1849.83
869,10063.07
870,2029.57
871,751.93
872,15995.09
873,9423.16
874,3863.66
875,7465.29
876,12799.66
877,398.16
878,2443.73
879,4280.14
880,17227.86
881,642.79
882,1699.4
883,5581.98
884,9010.4
885,757.1
886,618.08
887,10854.79
888,4481.78
889,6417.55
890,10306.77
891,2024.88
892,1842.03
893,653.99
894,7678.7
895,13864.04
896,416.93
897,1114.6
898,983.99
899,4490.62
900,3586.14
901,799.9
902,8005.36
903,1949.19
904,15812.68
905,653.73
906,3597.52
907,511.73
908,911.69
909,4122.16
910,7269.44
911,16648.73
912,2211.93
913,15637.28
914,733.33
915,1813.22
916,4253.73
917,1198.56
918,2490.42
919,9843.28
920,1410.56
921,2332.81
922,12129.37
923,1243.08
924,933.58
925,6346.1
926,10207.73
927,1991.34
928,998.04
929,885.72
930,1476.75
931,3719.6
932,1179.71
933,4912.27
934,920.76
935,4382.9
936,1763.76
937,7497.67
938,3223.71
939,1911.59
940,664.05
941,3924.04
942,970.25
943,890.57
944,11781.27
945,5243.41
946,4526.52
947,6503.7
948,650.35
949,6010.24
950,2534.21
951,606.78
952,4328.47
953,4039.64
954,410.1
955,718.96
956,4358.38
957,1343.82
958,7168.82
959,995.57
960,2303.85
961,10282.73
962,2384.55
963,1143.15
964,2224.85
965,851.0
966,1171.97
967,733.25
968,788.19
969,15998.83
970,862.35
971,3081.57
972,2661.27
973,3255.93
974,2004.37
975,10664.76
976,1547.77
977,10614.64
978,3517.99
979,823.46
980,633.07
981,2212.73
982,821.83
983,10608.36
984,4410.03
985,3432.96
986,1827.88
987,663.69
988,2612.4
989,10248.0
990,8006.23
991,487.01
992,1214.26
993,4482.15
994,640.17
995,1359.57
996,2861.27
997,8690.61
998,14641.36
999,8411.9
1000,4130.81
1001,2329.71
1002,8325.04
1003,5181.26
1004,638.56
1005,384.73
1006,1226.5
1007,5333.85
1008,2693.12
1009,2144.57
1010,1046.22
1011,4282.02
1012,815.68
1013,1864.15
1014,7366.11
1015,3559.47
1016,4101.51
1017,604.58
1018,6605.01
1019,3387.38
1020,5210.29
1021,659.48
1022,4170.93
1023,628.09
1024,731.28
1025,688.29
1026,4655.4
1027,5913.54
1028,3280.38
1029,714.41
1030,862.12
1031,3561.2
1032,957.43
1033,4402.89
1034,2285.15
1035,854.38
1036,1041.44
1037,2343.74
1038,2734.87
1039,721.29
1040,4799.59
1041,5166.28
1042,559.01
1043,1207.67
1044,1682.43
1045,11521.91
1046,527.3
1047,760.03
1048,814.2
1049,1022.82
1050,940.47
1051,652.98
1052,481.88
1053,3232.31
1054,1124.63
1055,616.26
1056,670.28
1057,781.37
1058,635.77
1059,2640.13
1060,4579.83
1061,864.25
1062,4018.79
1063,5376.99
1064,4616.26
1065,5386.74
1066,4303.49
1067,3092.17
1068,4515.52
1069,859.95
1070,6626.93
1071,799.54
1072,3458.08
1073,10208.08
1074,16053.21
1075,9309.11
1076,3917.07
1077,464.88
1078,934.24
1079,1156.57
1080,1697.47
1081,802.66
1082,1145.91
1083,3431.1
1084,2751.47
1085,1103.82
1086,11994.5
1087,1898.5
1088,8845.37
1089,913.85
1090,2018.74
1091,602.1
1092,7552.47
1093,1288.41
1094,1102.21
1095,850.42
1096,469.66
1097,728.71
1098,6008.43
1099,455.78
1100,638.5
1101,2713.1
1102,6585.02
1103,6206.35
1104,6282.07
1105,9823.96
1106,2703.25
1107,1059.26
1108,17031.28
1109,5376.14
1110,14786.06
1111,782.49
1112,1224.58
1113,16881.25
1114,1747.03
1115,8245.22
1116,881.32
1117,3119.4
1118,17325.57
1119,2376.67
1120,2485.03
1121,548.62
1122,870.81
1123,14565.21
1124,810.85
1125,1049.35
1126,9085.15
1127,574.06
1128,3622.55
1129,6247.73
1130,8736.08
1131,11319.34
1132,7452.26
1133,535.43
1134,3442.54
1135,6256.12
1136,1905.15
1137,548.55
1138,855.7
1139,1625.88
1140,935.49
1141,1934.74
1142,4153.67
1143,848.36
1144,695.19
1145,519.84
1146,17663.63
1147,6088.41
1148,4371.22
1149,4468.74
1150,1368.99
1151,627.99
1152,1209.11
1153,898.58
1154,513.85
1155,484.88
1156,4569.84
1157,679.06
1158,2507.64
1159,2817.85
1160,1841.93
1161,15560.17
1162,2019.05
1163,2370.98
1164,1418.76
1165,5307.28
1166,827.83
1167,8642.81
1168,2210.56
1169,536.34
1170,2733.01
1171,2559.77
1172,1233.38
1173,704.03
1174,2535.66
1175,3743.05
1176,604.03
1177,695.0
1178,4629.37
1179,887.19
1180,6617.62
1181,14176.35
1182,6476.29
1183,1631.9
1184,11717.11
1185,14675.85
1186,15836.12
1187,5841.69
1188,686.33
1189,5681.26
1190,16213.8
1191,11058.88
1192,17315.47
1193,3187.73
1194,711.13
1195,4042.97
1196,4436.54
1197,1128.95
1198,1246.08
1199,3503.64
1200,3442.13
1201,1350.17
1202,4227.23
1203,4276.25
1204,8911.3
1205,606.91
1206,16554.48
1207,1867.22
1208,4191.17
1209,8733.6
1210,1721.91
1211,880.5
1212,5258.29
1213,3225.11
1214,8761.01
1215,3512.23
1216,561.04
1217,3981.15
1218,11188.59
1219,1720.45
1220,3152.13
1221,2110.21
1222,2558.02
1223,1485.36
1224,980.89
1225,3973.1
1226,5709.79
1227,3594.05
1228,1730.44
1229,4136.76
1230,16000.88
1231,2125.08
1232,2047.14
1233,7690.24
1234,6796.79
1235,4950.2
1236,502.63
1237,8620.65
1238,564.45
1239,526.0
1240,1029.18
1241,755.44
1242,8972.87
1243,4627.99
1244,2570.44
1245,886.08
1246,4976.99
1247,3327.95
1248,2940.52
1249,810.47
1250,4988.68
1251,2882.37
1252,6159.73
1253,1859.57
1254,4281.21
1255,3352.13
1256,3338.47
1257,1050.8
1258,14369.27
1259,5126.54
1260,5785.72
1261,1340.35
1262,1529.13
1263,6765.59
1264,9130.95
1265,6422.24
1266,11455.05
1267,16664.45
1268,2568.06
1269,895.33
1270,4105.99
1271,989.59
1272,1093.54
1273,3757.03
1274,6789.55
1275,16549.51
1276,4471.97
1277,4668.65
1278,3210.78
1279,2089.28
1280,2446.23
1281,1901.78
1282,601.28
1283,4371.87
1284,13119.77
1285,580.8
1286,764.88
1287,4312.49
1288,2297.08
1289,10876.44
1290,2939.88
1291,1869.07
1292,2767.24
1293,3469.0
1294,1049.41
1295,4263.18
1296,2446.99
1297,1323.39
1298,2272.93
1299,3896.89
1300,15859.48
1301,946.47
1302,7989.42
1303,478.11
1304,867.56
1305,4358.33
1306,1720.73
1307,533.64
1308,4006.55
1309,16031.89
1310,1642.64
1311,474.61
1312,4724.48
1313,4234.4
1314,4486.01
1315,4279.3
1316,714.5
1317,727.04
1318,7240.0
1319,8117.33
1320,724.5
1321,543.91
1322,6180.96
1323,14573.8
1324,1028.91
1325,1217.21
1326,858.69
1327,2273.89
1328,582.17
1329,1161.86
1330,2704.07
1331,3331.61
1332,1423.98
1333,3971.53
1334,1174.17
1335,1500.23
1336,2018.17
1337,2711.17
1338,3244.4
1339,11771.61
1340,15938.57
1341,952.97
1342,4813.92
1343,1422.19
1344,4696.85
1345,10325.57
1346,956.59
1347,3878.71
1348,1618.17
1349,4693.59
1350,651.27
1351,1870.79
1352,5237.3
1353,594.02
1354,7589.63
1355,13678.5
1356,516.09
1357,816.91
1358,1796.22
1359,4087.44
1360,5665.27
1361,8121.26
1362,1640.69
1363,850.26
1364,871.52
1365,2173.28
1366,17153.21
1367,4851.31
1368,2278.21
1369,9231.72
1370,1127.65
1371,3295.42
1372,1894.86
1373,1346.68
1374,12638.47
1375,2345.52
1376,1091.93
1377,649.41
1378,4699.16
1379,8670.23
1380,696.96
1381,3990.08
1382,10606.89
1383,974.36
1384,2609.28
1385,506.18
1386,5644.55
1387,906.73
1388,2508.63
1389,4910.19
1390,2972.04
1391,597.98
1392,4213.7
1393,1391.91
1394,8083.26
1395,851.02
1396,684.09
1397,885.78
1398,4358.92
1399,1357.31
1400,966.75
1401,1862.3
1402,2437.62
1403,1216.75
1404,1423.32
1405,7531.42
1406,4772.92
1407,5504.77
1408,4549.29
1409,7865.69
1410,1392.43
1411,6670.1
1412,8283.93
1413,902.88
1414,503.6
1415,914.65
1416,974.98
1417,14577.48
1418,4775.16
1419,8056.83
1420,1852.19
1421,557.24
1422,1833.81
1423,1042.99
1424,5742.61
1425,5335.46
1426,1009.99
1427,2283.74
1428,3738.52
1429,9423.97
1430,1420.57
1431,4620.46
1432,4189.98
1433,762.06
1434,1121.2
1435,1911.3
1436,1752.05
1437,2909.28
1438,4133.36
1439,2776.19
1440,4716.23
1441,1118.59
1442,6377.64
1443,10859.18
1444,3610.72
1445,618.8
1446,708.28
1447,822.08
1448,4761.51
1449,639.04
1450,3903.87
1451,877.14
1452,855.72
1453,7678.87
1454,1170.42
1455,692.13
1456,7066.72
1457,757.94
1458,5442.88
1459,11035.33
1460,8255.08
1461,690.64
1462,1829.6
1463,2366.85
1464,1660.58
1465,832.82
1466,591.21
1467,944.7
1468,9086.19
1469,611.13
1470,988.92
1471,1403.06
1472,513.74
1473,848.89
1474,577.59
1475,2225.0
1476,698.81
1477,3970.06
1478,6231.88
1479,2420.2
1480,11891.71
1481,937.98
1482,2342.62
1483,964.27
1484,8337.58
1485,489.6
1486,585.19
1487,4131.08
1488,8831.79
1489,1101.11
1490,7690.21
1491,890.47
1492,941.0
1493,1378.62
1494,4165.46
1495,14385.59
1496,451.67
1497,718.76
1498,1035.53
1499,5925.55
1500,8617.15
1501,8115.24
1502,950.72
1503,3042.36
1504,854.49
1505,1745.54
1506,1362.95
1507,857.49
1508,487.82
1509,1042.71
1510,1049.74
1511,2533.92
1512,1779.17
1513,473.74
1514,1992.37
1515,990.6
1516,5350.32
1517,1203.33
1518,1981.53
1519,3484.71
1520,2242.85
1521,624.14
1522,3678.61
1523,4591.4
1524,15172.58
1525,5102.13
1526,1660.12
1527,679.19
1528,13714.45
1529,4799.03
1530,8330.22
1531,17561.69
1532,1297.37
1533,753.6
1534,614.94
1535,620.0
1536,4667.2
1537,4832.23
1538,6809.78
1539,462.83
1540,824.38
1541,3143.23
1542,16302.53
1543,2493.29
1544,4795.44
1545,9360.32
1546,1062.64
1547,2394.29
1548,4427.45
1549,455.22
1550,1367.11
1551,1737.02
1552,14370.75
1553,462.8
1554,6629.64
1555,4649.62
1556,7482.61
1557,1410.9
1558,4992.81
1559,486.2
1560,2472.65
1561,960.46
1562,484.62
1563,2453.48
1564,10088.46
1565,2423.31
1566,1010.66
1567,1042.78
1568,749.05
1569,9186.81
1570,1462.02
1571,6893.12
1572,1962.83
1573,1107.03
1574,4437.13
1575,1037.97
1576,11404.59
1577,12484.14
1578,8518.89
1579,616.18
1580,2981.75
1581,11589.32
1582,896.08
1583,5815.0
1584,1850.47
1585,2456.42
1586,655.19
1587,14219.83
1588,797.76
1589,7685.25
1590,1105.12
1591,593.99
1592,4705.86
1593,8354.45
1594,3937.8
1595,800.34
1596,2601.96
1597,4421.35
1598,669.95
1599,6119.14
1600,629.29
1601,7420.76
1602,832.07
1603,9453.52
1604,3714.48
1605,14156.85
1606,1774.3
1607,2963.03
1608,581.94
1609,4077.68
1610,9271.61
1611,10893.3
1612,3417.15
1613,775.56
1614,497.2
1615,13740.07
1616,877.56
1617,10862.85
1618,971.34
1619,736.6
1620,1607.75
1621,1958.38
1622,443.28
1623,3203.77
1624,2113.54
1625,1173.7
1626,747.71
1627,6441.32
1628,875.75
1629,1192.18
1630,5813.91
1631,726.5
1632,4953.9
1633,7716.14
1634,7524.41
1635,2166.52
1636,8335.89
1637,5215.7
1638,1381.1
1639,1329.14
1640,2440.55
1641,633.87
1642,13694.82
1643,945.11
1644,899.11
1645,4894.09
1646,751.64
1647,4400.92
1648,1465.39
1649,2405.25
1650,7248.14
1651,514.94
1652,6484.95
1653,1805.62
1654,4487.79
1655,5810.13
1656,3645.05
1657,4077.14
1658,917.44
1659,503.27
1660,4181.94
1661,509.82
1662,5332.77
1663,2424.9
1664,5913.68
1665,3763.81
1666,7271.46
1667,5328.08
1668,5981.84
1669,2509.66
1670,2842.09
1671,3684.19
1672,15804.24
1673,3907.61
1674,828.81
1675,6158.46
1676,1064.03
1677,14415.48
1678,3935.01
1679,1147.7
1680,1130.49
1681,1910.29
1682,2396.42
1683,4523.96
1684,6208.25
1685,3699.39
1686,599.19
1687,4830.74
1688,505.43
1689,1143.07
1690,1297.27
1691,1167.04
1692,3851.49
1693,16280.22
1694,9851.03
1695,7342.91
1696,3110.45
1697,756.25
1698,4347.5
1699,2361.4
1700,819.71
1701,1646.77
1702,3674.92
1703,2205.8
1704,2365.09
1705,973.77
1706,8627.08
1707,4986.64
1708,4504.14
1709,4507.96
1710,1023.36
1711,1560.95
1712,1200.56
1713,1178.69
1714,6423.56
1715,2209.95
1716,4544.57
1717,895.27
1718,9533.33
1719,817.37
1720,13491.24
1721,709.99
1722,14326.1
1723,519.55
1724,13774.22
1725,1707.18
1726,9077.96
1727,4751.97
1728,720.28
1729,961.52
1730,866.38
1731,1478.2
1732,4674.2
1733,3822.65
1734,2259.24
1735,4747.72
1736,8259.78
1737,506.5
1738,4044.5
1739,957.55
1740,3719.25
1741,672.56
1742,3854.26
1743,761.28
1744,17235.61
1745,1714.88
1746,1867.69
1747,576.81
1748,661.14
1749,553.91
1750,6587.61
1751,5987.92
1752,855.8
1753,1542.44
1754,9433.55
1755,6338.46
1756,602.26
1757,1843.59
1758,497.6
1759,864.99
1760,7361.18
1761,7106.49
1762,826.62
1763,977.66
1764,802.4
1765,13596.71
1766,726.47
1767,3376.26
1768,4077.8
1769,3978.86
1770,2318.74
1771,2979.09
1772,1724.14
1773,1605.67
1774,15379.64
1775,2553.77
1776,768.18
1777,2389.66
1778,16592.38
1779,3560.54
1780,3324.45
1781,881.03
1782,749.09
1783,2430.73
1784,1399.93
1785,1328.65
1786,1064.69
1787,3695.66
1788,9374.51
1789,1400.23
1790,13330.43
1791,918.87
1792,792.22
1793,7859.87
1794,806.26
1795,9477.92
1796,8396.26
1797,9697.5
1798,15875.86
1799,5527.03
1800,855.08
1801,4640.07
1802,6387.1
1803,5004.59
1804,13958.09
1805,2462.19
1806,688.11
1807,15600.19
1808,517.0
1809,3947.82
1810,5250.88
1811,4387.32
1812,501.13
1813,1255.56
1814,2234.39
1815,1152.74
1816,1222.57
1817,1411.24
1818,1626.7
1819,6880.43
1820,1621.4
1821,4732.8
1822,1172.51
1823,3742.93
1824,11421.24
1825,3512.25
1826,3137.64
1827,8956.43
1828,1144.52
1829,535.07
1830,889.11
1831,1267.67
1832,2391.7
1833,6201.46
1834,1215.92
1835,9670.07
1836,974.16
1837,12276.12
1838,940.4
1839,3475.59
1840,822.78
1841,1305.21
1842,2102.99
1843,624.97
1844,5779.18
1845,4064.64
1846,1806.68
1847,3545.11
1848,548.03
1849,11394.86
1850,882.26
1851,1381.46
1852,1416.93
1853,4547.43
1854,16352.47
1855,2022.79
1856,5991.87
1857,5218.79
1858,12058.04
1859,676.02
1860,3543.47
1861,835.25
1862,990.42
1863,4960.46
1864,1311.67
1865,13875.9
1866,1731.58
1867,6684.97
1868,2127.48
1869,2750.95
1870,1485.28
1871,953.45
1872,3419.64
1873,7678.87
1874,1802.76
1875,6781.55
1876,1724.23
1877,4675.4
1878,2849.68
1879,1723.79
1880,6616.6
1881,1170.26
1882,771.93
1883,1764.29
1884,2295.54
1885,12670.51
1886,595.62
1887,8806.33
1888,1019.25
1889,726.65
1890,4237.01
1891,987.03
1892,5644.14
1893,9071.91
1894,1790.01
1895,2356.45
1896,2875.31
1897,14359.45
1898,4926.64
1899,16674.39
1900,2238.02
1901,5302.71
1902,11551.57
1903,5566.76
1904,999.26
1905,15168.86
1906,10436.05
1907,617.28
1908,2728.92
1909,859.53
1910,4224.14
1911,580.2
1912,7744.99
1913,888.4
1914,536.96
1915,6348.95
1916,999.72
1917,845.78
1918,4653.06
1919,2999.32
1920,687.93
1921,3207.07
1922,5406.65
1923,3103.2
1924,3407.82
1925,3672.02
1926,1295.01
1927,2963.86
1928,10774.12
1929,709.44
1930,4962.21
1931,3340.76
1932,516.66
1933,2671.91
1934,3728.22
1935,578.27
1936,2543.79
1937,1883.01
1938,977.22
1939,826.57
1940,13322.34
