,cut,color,clarity,carat,depth,table
32,2,3,3,1.5212814273126214,1.2930686895719863,-0.20576411245509474
33,2,4,5,0.4250376810038485,1.8516092521756922,0.2424403193800017
34,5,6,4,-0.5447164022692965,0.7345281269682804,-1.1021729761252876
35,4,6,2,0.44611929150978646,-1.499634123446528,1.5870536148852912
36,5,4,5,-1.1350014964355588,0.2458051346900434,-1.1021729761252876
37,4,4,6,-0.9874302228939933,-0.5221881388900491,0.2424403193800017
38,4,3,2,0.21422157594446917,-0.4523705685645852,0.2424403193800017
39,4,3,3,0.7412618385929174,0.17598756436457955,0.2424403193800017
40,5,4,2,-0.18632902366835177,-0.03346514661180705,-1.1021729761252876
41,5,2,4,0.9099147226404211,0.45525784566643,0.2424403193800017
42,3,5,6,-0.20741063417428973,0.5250754159918939,0.2424403193800017
43,5,7,3,-0.5868796232811725,-0.38255299823912137,-0.20576411245509474
44,1,6,2,-0.20741063417428973,1.99124439282661,-1.9985818397954807
45,3,2,3,0.23530318645040713,1.2232511192465225,-0.20576411245509474
46,5,5,4,-1.0295934439058692,0.6647105566428215,-0.20576411245509474
47,5,3,6,-1.0295934439058692,-0.24291785758819862,-0.6539685442901912
48,5,3,3,0.5726089545454142,0.17598756436457955,-0.20576411245509474
49,4,7,6,0.44611929150978646,0.45525784566643,1.1388491830501948
50,5,4,4,0.23530318645040713,0.38544027534096614,-0.20576411245509474
51,5,3,6,0.8888331121344831,0.03635242371365185,-0.20576411245509474
52,3,4,4,0.21422157594446917,0.1061699940391157,-0.6539685442901912
53,2,1,4,-0.18632902366835177,1.2232511192465225,2.9316669103905806
54,3,1,3,1.0153227751701108,1.1534335489210585,0.6906447512150982
55,5,6,3,-0.46038996024554496,-0.17310028726273474,-1.1021729761252876
56,4,3,7,-1.0295934439058692,-0.8014584201918995,0.6906447512150982
57,3,4,6,-0.9663486123880554,-0.03346514661180705,-0.6539685442901912
58,5,3,3,0.8466698911226072,0.1061699940391157,-0.6539685442901912
59,5,5,3,-0.9663486123880554,0.8741632676192082,-1.5503774079603843
60,4,6,2,0.4250376810038485,0.7345281269682804,0.6906447512150982
61,5,7,3,-0.9452670018821175,0.6647105566428215,-0.6539685442901912
62,3,5,7,-0.6290428442930484,-0.4523705685645852,-1.1021729761252876
63,3,6,3,1.5001998168066835,0.943980837944672,0.2424403193800017
64,2,4,6,0.21422157594446917,0.5948929863173578,2.483462478555484
65,4,7,6,-0.18632902366835177,-0.9410935608428272,0.6906447512150982
66,5,4,6,-0.6079612337871104,-1.1505462718192139,-0.6539685442901912
67,5,7,4,-0.18632902366835177,0.6647105566428215,-0.20576411245509474
68,4,2,3,0.44611929150978646,0.6647105566428215,0.2424403193800017
69,3,3,4,-1.0085118333999312,0.943980837944672,-1.1021729761252876
70,5,4,4,-0.8398589493524278,-0.5920057092155129,0.2424403193800017
71,5,4,2,1.5001998168066835,0.38544027534096614,-0.6539685442901912
72,4,4,5,-1.0085118333999312,-0.8014584201918995,1.1388491830501948
73,4,5,5,0.8677515016285451,-1.1505462718192139,0.2424403193800017
74,2,2,3,-1.050675054411807,1.013798408270136,-1.1021729761252876
75,5,6,5,-0.8187773388464898,0.03635242371365185,-1.1021729761252876
76,4,6,2,-0.20741063417428973,0.03635242371365185,0.6906447512150982
77,4,3,1,0.4672009020157244,0.5250754159918939,1.1388491830501948
78,5,3,8,-0.3971451287277311,-1.6392692640974558,0.6906447512150982
79,5,5,3,2.1115665214788835,0.03635242371365185,-0.20576411245509474
80,5,7,7,0.08773191290884143,0.17598756436457955,-1.5503774079603843
81,4,4,4,0.4882825125216624,0.2458051346900434,-0.20576411245509474
82,5,4,7,1.1418124382057386,0.31562270501550727,-0.6539685442901912
83,5,7,3,-0.41822673923366904,-0.24291785758819862,-1.1021729761252876
84,5,3,8,-0.9031037808702416,-0.03346514661180705,-1.9985818397954807
85,3,3,3,0.4672009020157244,0.8741632676192082,0.2424403193800017
86,5,6,3,-0.16524741316241381,0.8043456972937443,-1.5503774079603843
87,3,4,4,-0.6290428442930484,-0.5920057092155129,0.2424403193800017
88,5,2,4,-1.0295934439058692,-0.1032827169372709,-1.1021729761252876
89,3,3,2,-0.10200258164459994,0.1061699940391157,-0.6539685442901912
90,3,4,4,-0.6079612337871104,0.5948929863173578,-0.20576411245509474
91,5,6,5,-0.48147157075148295,-0.1032827169372709,-0.25058455563860504
92,5,6,5,0.4672009020157244,0.31562270501550727,-1.5503774079603843
93,3,6,2,0.4250376810038485,1.013798408270136,-0.6539685442901912
94,3,3,4,1.963995247937318,-1.7789044047483786,1.5870536148852912
95,5,4,5,-1.0085118333999312,-0.38255299823912137,-0.20576411245509474
96,3,5,3,-0.20741063417428973,1.1534335489210585,0.6906447512150982
97,5,3,3,1.921832026925442,0.03635242371365185,-0.20576411245509474
98,3,3,6,-0.20741063417428973,0.5250754159918939,-1.1021729761252876
99,3,5,6,-1.1982463279533728,-1.499634123446528,-0.20576411245509474
100,4,5,2,1.9007504164195042,-0.8712759905173634,0.6906447512150982
101,4,4,5,-0.48147157075148295,-1.0807287014937499,-0.20576411245509474
102,4,2,4,1.9007504164195042,0.45525784566643,0.2424403193800017
103,4,5,4,-1.050675054411807,0.5250754159918939,0.2424403193800017
104,5,6,2,0.656935396569166,-0.24291785758819862,0.2424403193800017
105,4,4,4,-0.8187773388464898,0.5948929863173578,0.2424403193800017
106,4,6,2,0.6147721755572901,-0.5920057092155129,0.6906447512150982
107,5,6,4,-1.050675054411807,-0.17310028726273474,-0.6539685442901912
108,4,5,4,0.656935396569166,0.8741632676192082,-0.6539685442901912
109,3,3,3,0.8677515016285451,1.2232511192465225,1.1388491830501948
110,2,2,2,-0.6290428442930484,2.479967385104852,-0.6539685442901912
111,4,6,3,0.44611929150978646,-0.1032827169372709,0.6906447512150982
112,2,3,2,0.4250376810038485,1.013798408270136,0.6906447512150982
113,4,6,4,-0.8609405598583657,-1.4298165531210643,0.6906447512150982
114,3,5,4,-0.20741063417428973,-0.03346514661180705,2.483462478555484
115,5,7,5,-0.776614117834614,-0.1032827169372709,-0.6539685442901912
116,5,6,4,-0.5025531812574207,-0.24291785758819862,-0.20576411245509474
117,1,5,2,0.21422157594446917,5.0632174871469795,0.6906447512150982
118,4,3,4,1.5423630378185593,-1.3599989827956054,0.2424403193800017
119,5,4,8,0.4672009020157244,0.5250754159918939,-0.20576411245509474
120,3,7,5,0.44611929150978646,0.943980837944672,0.6906447512150982
121,5,5,4,-0.9874302228939933,0.1061699940391157,-1.1021729761252876
122,4,6,2,2.533198731597642,0.03635242371365185,-0.6539685442901912
123,4,3,3,-0.6079612337871104,-1.2203638421446776,1.5870536148852912
124,4,4,2,-0.10200258164459994,0.6647105566428215,0.2424403193800017
125,2,3,4,-0.8187773388464898,1.6421565411992958,-0.20576411245509474
126,5,7,4,-0.5868796232811725,0.5948929863173578,-0.6539685442901912
127,4,6,6,-0.8187773388464898,-0.5920057092155129,-0.6539685442901912
128,2,4,6,-1.050675054411807,0.943980837944672,-0.6539685442901912
129,2,4,4,-1.0295934439058692,-2.8959855299557855,2.035258046720388
130,3,2,3,-0.017676139620848116,1.0836159785955948,-0.20576411245509474
131,4,5,3,0.12989513392071736,0.5948929863173578,0.2424403193800017
132,5,2,5,1.0574859961819867,0.2458051346900434,-0.20576411245509474
133,3,4,7,-1.1139198859296209,-1.1505462718192139,0.2424403193800017
134,4,4,4,-0.5025531812574207,0.5250754159918939,-0.20576411245509474
135,3,2,3,-0.9874302228939933,1.013798408270136,0.2424403193800017
136,2,6,3,-0.6290428442930484,1.5723389708738367,-0.6539685442901912
137,5,3,8,-0.3760635182217931,-0.8712759905173634,0.2424403193800017
138,5,7,5,-0.5868796232811725,-0.9410935608428272,-0.6539685442901912
139,5,4,6,-0.8609405598583657,0.1061699940391157,-0.6539685442901912
140,3,5,6,-0.3971451287277311,-0.8712759905173634,0.46654253529754997
141,2,6,4,1.4791182063007453,1.502521400548373,0.2424403193800017
142,4,2,4,0.44611929150978646,0.5250754159918939,0.2424403193800017
143,4,4,6,-1.050675054411807,-0.38255299823912137,0.6906447512150982
144,5,3,8,-1.0295934439058692,0.17598756436457955,-0.6539685442901912
145,4,4,4,0.5936905650513522,0.45525784566643,-0.20576411245509474
146,2,6,3,0.44611929150978646,2.0610619631520786,-0.20576411245509474
147,2,7,5,-1.1560831069414967,-2.8959855299557855,1.1388491830501948
148,3,5,8,1.0996492171938625,0.45525784566643,0.2424403193800017
149,5,1,6,1.1839756592176145,0.1061699940391157,-0.6539685442901912
150,4,2,4,0.930996333146359,-1.1505462718192139,0.6906447512150982
151,3,4,4,-1.050675054411807,0.31562270501550727,1.1388491830501948
152,4,2,7,-0.48147157075148295,0.2458051346900434,0.2424403193800017
153,5,4,3,-0.3971451287277311,-0.24291785758819862,-0.6539685442901912
154,5,2,3,0.8045066701107313,0.31562270501550727,-0.6539685442901912
155,3,6,5,-0.20741063417428973,0.5250754159918939,-0.6539685442901912
156,5,2,5,-0.16524741316241381,-0.5221881388900491,-0.20576411245509474
157,4,3,2,0.4250376810038485,-0.31273542791366243,0.2424403193800017
158,3,7,4,-0.20741063417428973,1.0836159785955948,-0.6539685442901912
159,5,4,2,-0.5447164022692965,0.03635242371365185,-1.1021729761252876
160,2,3,5,-0.5657980127752346,-2.8959855299557855,2.9316669103905806
161,2,4,4,0.4250376810038485,-3.52434366288495,2.035258046720388
162,4,4,6,0.4672009020157244,0.31562270501550727,1.1388491830501948
163,5,6,2,-0.8398589493524278,-0.38255299823912137,-1.1021729761252876
164,3,4,4,0.5726089545454142,0.8043456972937443,0.6906447512150982
165,4,7,2,0.6990986175810415,0.17598756436457955,0.2424403193800017
166,5,6,4,-1.0295934439058692,-0.5920057092155129,-0.20576411245509474
167,3,3,5,0.5726089545454142,0.5250754159918939,-0.6539685442901912
168,4,5,4,-0.5657980127752346,-0.24291785758819862,1.1388491830501948
169,5,5,6,0.678017007075104,-0.9410935608428272,-0.6539685442901912
170,4,5,2,-0.5447164022692965,-1.499634123446528,1.1388491830501948
171,5,6,8,-0.8609405598583657,-0.4523705685645852,-0.20576411245509474
172,5,4,5,-0.48147157075148295,0.31562270501550727,-1.5503774079603843
173,4,5,3,-0.20741063417428973,-1.1505462718192139,-0.6539685442901912
174,5,2,7,-0.14416580265647586,-0.03346514661180705,-0.20576411245509474
175,5,4,5,-1.0295934439058692,0.45525784566643,-1.1021729761252876
176,5,6,2,0.678017007075104,-0.1032827169372709,-0.6539685442901912
177,4,6,4,-1.050675054411807,-0.03346514661180705,0.2424403193800017
178,3,6,8,-0.5025531812574207,-1.2901814124701416,1.1388491830501948
179,2,4,3,0.21422157594446917,1.7119741115247644,0.2424403193800017
180,5,5,6,-1.071756664917745,-0.4523705685645852,0.2424403193800017
181,5,3,2,0.44611929150978646,-0.7316408498664356,0.6906447512150982
182,2,2,2,2.5542803421035796,1.2232511192465225,1.1388491830501948
183,5,5,1,0.44611929150978646,0.31562270501550727,-1.5503774079603843
184,5,4,6,0.5726089545454142,0.03635242371365185,-1.1021729761252876
185,3,6,3,-0.6079612337871104,-0.6618232795409767,-1.1021729761252876
186,3,5,5,-1.1139198859296209,0.5250754159918939,-0.6539685442901912
187,5,7,7,-1.0085118333999312,0.03635242371365185,-0.6539685442901912
188,5,1,4,0.4882825125216624,-0.1032827169372709,-0.20576411245509474
189,3,5,4,-0.18632902366835177,1.2232511192465225,1.1388491830501948
190,5,3,5,0.21422157594446917,0.03635242371365185,-0.6539685442901912
191,5,2,2,-0.20741063417428973,0.38544027534096614,-1.1021729761252876
192,5,3,3,0.4672009020157244,-0.5920057092155129,-0.20576411245509474
193,3,5,3,0.3407112389800967,0.2458051346900434,2.035258046720388
194,3,2,7,-1.0085118333999312,0.8741632676192082,0.2424403193800017
195,5,4,8,-0.8187773388464898,0.38544027534096614,-1.1021729761252876
196,4,7,2,2.006158468949194,-0.8014584201918995,1.1388491830501948
197,5,6,4,0.4672009020157244,0.6647105566428215,-0.6539685442901912
198,4,6,4,0.44611929150978646,-0.5920057092155129,0.2424403193800017
199,5,6,4,-0.20741063417428973,0.2458051346900434,-1.5503774079603843
200,4,2,7,-0.6290428442930484,-2.4770801080030074,2.035258046720388
201,4,6,3,0.44611929150978646,0.7345281269682804,0.6906447512150982
202,3,4,5,1.5423630378185593,0.7345281269682804,-0.6539685442901912
203,3,4,2,0.21422157594446917,0.5948929863173578,1.1388491830501948
204,5,5,2,-0.16524741316241381,-0.1032827169372709,-0.20576411245509474
205,2,6,3,-1.0085118333999312,0.5250754159918939,1.5870536148852912
206,5,3,6,0.930996333146359,0.17598756436457955,-0.6539685442901912
207,4,4,2,3.1445654362698425,0.5250754159918939,0.6906447512150982
208,5,7,3,-0.9031037808702416,-0.17310028726273474,-0.20576411245509474
209,3,6,2,-0.9874302228939933,-1.2203638421446776,0.6906447512150982
210,5,3,6,-0.7976957283405519,0.45525784566643,-0.6539685442901912
211,5,6,3,0.4250376810038485,-0.17310028726273474,-0.20576411245509474
212,5,4,5,1.647771090348249,-0.31273542791366243,-0.20576411245509474
213,4,2,2,0.3407112389800967,-1.8487219750738424,2.035258046720388
214,3,7,3,-0.7976957283405519,0.7345281269682804,0.2424403193800017
215,5,2,3,0.4672009020157244,-0.31273542791366243,-0.6539685442901912
216,2,5,2,1.4791182063007453,-1.4298165531210643,1.5870536148852912
217,2,7,2,-0.20741063417428973,-1.7090868344229198,2.9316669103905806
218,4,2,2,2.6386067841273317,0.2458051346900434,0.6906447512150982
219,5,4,6,-0.8187773388464898,0.31562270501550727,-1.5503774079603843
220,3,5,2,2.975912552222339,-0.5221881388900491,0.2424403193800017
221,2,5,3,-0.20741063417428973,-1.4298165531210643,2.9316669103905806
222,5,3,3,0.8888331121344831,0.1061699940391157,-0.6539685442901912
223,3,5,5,-0.8398589493524278,0.943980837944672,-0.6539685442901912
224,5,4,8,-0.9452670018821175,-0.24291785758819862,-1.1021729761252876
225,3,3,4,-1.0295934439058692,-1.2203638421446776,1.1388491830501948
226,2,5,5,0.4672009020157244,-2.6865328189793987,0.6906447512150982
227,5,2,5,-1.0085118333999312,0.17598756436457955,-1.5503774079603843
228,1,3,5,-0.6290428442930484,3.3875957993358674,0.2424403193800017
229,3,7,2,0.5515273440394762,-1.1505462718192139,0.2424403193800017
230,4,4,2,0.6147721755572901,-0.4523705685645852,0.6906447512150982
231,3,2,3,0.3196296284741587,-0.5221881388900491,1.5870536148852912
232,2,3,2,0.3407112389800967,-3.52434366288495,2.035258046720388
233,5,5,4,-0.9031037808702416,-0.24291785758819862,-0.6539685442901912
234,5,4,7,-1.050675054411807,-0.03346514661180705,-0.20576411245509474
235,5,4,6,-0.7976957283405519,0.5948929863173578,-1.1021729761252876
236,4,6,3,-0.08092097113866198,0.03635242371365185,0.2424403193800017
237,1,3,1,0.3407112389800967,-0.17310028726273474,2.483462478555484
238,3,2,2,0.44611929150978646,1.3628862598974503,-0.6539685442901912
239,5,6,2,0.2985480179682208,-0.4523705685645852,-1.1021729761252876
240,3,4,3,0.4672009020157244,0.7345281269682804,-0.20576411245509474
241,2,1,4,0.8466698911226072,1.7817916818502233,-0.6539685442901912
242,5,6,4,-1.0085118333999312,0.2458051346900434,-1.5503774079603843
243,5,5,3,1.1418124382057386,-0.03346514661180705,-1.1021729761252876
244,3,1,2,1.6056078693363731,-0.24291785758819862,0.2424403193800017
245,5,4,4,1.5423630378185593,-0.1032827169372709,-0.20576411245509474
246,2,6,4,0.4672009020157244,1.013798408270136,1.1388491830501948
247,5,7,3,-1.0085118333999312,0.6647105566428215,-1.5503774079603843
248,3,7,8,0.7201802280869795,-1.8487219750738424,0.2424403193800017
249,4,5,3,0.024487081391027798,-0.1032827169372709,0.2424403193800017
250,2,3,3,-0.8398589493524278,0.17598756436457955,1.5870536148852912
251,5,3,3,-0.8820221703643036,0.17598756436457955,-1.5503774079603843
252,2,6,5,-0.6290428442930484,-2.4770801080030074,1.5870536148852912
253,5,3,4,-0.9874302228939933,-0.7316408498664356,-1.1021729761252876
254,3,5,3,-0.8187773388464898,0.38544027534096614,1.1388491830501948
255,4,3,4,1.5845262588304352,-0.9410935608428272,1.1388491830501948
256,3,7,5,-0.5868796232811725,0.5250754159918939,-0.20576411245509474
257,4,4,5,-0.8187773388464898,-0.03346514661180705,-0.20576411245509474
258,5,5,6,0.4882825125216624,-0.1032827169372709,-0.6539685442901912
259,5,3,7,-0.6079612337871104,-0.03346514661180705,-0.20576411245509474
260,4,5,3,-0.038757750126786075,-0.17310028726273474,0.6906447512150982
261,5,4,5,-1.0085118333999312,-0.38255299823912137,-0.6539685442901912
262,4,6,3,0.4250376810038485,0.5948929863173578,1.1388491830501948
263,2,2,2,4.662441392697374,1.502521400548373,1.1388491830501948
264,1,2,1,4.683523003203312,2.410149814779393,-0.6539685442901912
265,3,3,2,0.8677515016285451,-0.4523705685645852,1.1388491830501948
266,4,4,2,0.8888331121344831,0.45525784566643,1.5870536148852912
267,5,5,4,0.7623434490988553,-0.31273542791366243,-0.20576411245509474
268,4,5,4,-1.0295934439058692,0.17598756436457955,1.1388491830501948
269,3,5,5,-0.017676139620848116,-2.1978098267011568,-0.20576411245509474
270,3,4,6,0.21422157594446917,0.5948929863173578,-1.1021729761252876
271,5,5,6,-0.6290428442930484,0.38544027534096614,-0.20576411245509474
272,5,1,3,-0.776614117834614,0.1061699940391157,-1.5503774079603843
273,4,7,2,0.930996333146359,-1.2901814124701416,0.6906447512150982
274,3,2,7,0.21422157594446917,-0.31273542791366243,0.6906447512150982
275,3,5,8,-1.050675054411807,0.5250754159918939,-0.6539685442901912
276,4,7,5,-0.43930834973960703,0.1061699940391157,0.2424403193800017
277,5,6,2,2.8283412786807736,0.6647105566428215,-1.1021729761252876
278,5,1,2,2.5542803421035796,0.8043456972937443,-1.5503774079603843
279,5,6,4,-0.9241853913761795,0.2458051346900434,-1.1021729761252876
280,4,5,3,0.08773191290884143,-1.9185395453993064,0.6906447512150982
281,5,4,2,0.4672009020157244,-0.5221881388900491,-0.20576411245509474
282,5,5,8,-1.050675054411807,0.17598756436457955,0.2424403193800017
283,4,3,5,-0.9452670018821175,-0.03346514661180705,0.6906447512150982
284,4,6,7,-0.8609405598583657,-0.7316408498664356,0.2424403193800017
285,5,5,3,-0.776614117834614,0.03635242371365185,-0.6539685442901912
286,4,1,3,0.0034054708850898407,-1.1505462718192139,-0.20576411245509474
287,3,2,6,-0.20741063417428973,0.8741632676192082,0.2424403193800017
288,5,1,4,0.678017007075104,0.8043456972937443,-0.20576411245509474
289,2,7,6,-0.2284922446802277,-0.17310028726273474,1.5870536148852912
290,4,7,4,-0.8398589493524278,-0.8712759905173634,0.6906447512150982
291,5,6,3,-0.41822673923366904,-0.17310028726273474,-0.6539685442901912
292,5,5,5,1.963995247937318,0.2458051346900434,-0.20576411245509474
293,2,6,2,0.44611929150978646,1.0836159785955948,0.2424403193800017
294,4,4,5,-1.050675054411807,0.8043456972937443,1.1388491830501948
295,3,5,3,0.44611929150978646,-0.31273542791366243,0.6906447512150982
296,4,7,5,0.8677515016285451,0.5948929863173578,-0.6539685442901912
297,2,4,4,0.4250376810038485,-1.8487219750738424,2.035258046720388
298,3,7,6,0.4250376810038485,-0.03346514661180705,0.2424403193800017
299,4,3,4,0.8677515016285451,-1.7090868344229198,1.1388491830501948
300,4,6,5,-0.8187773388464898,0.31562270501550727,-0.20576411245509474
301,3,5,4,-0.20741063417428973,0.2458051346900434,0.2424403193800017
302,3,4,3,0.21422157594446917,0.943980837944672,0.6906447512150982
303,4,4,5,0.7412618385929174,-0.03346514661180705,0.2424403193800017
304,4,1,3,2.0904849109729455,-0.5920057092155129,1.1388491830501948
305,2,2,5,-0.5657980127752346,1.7817916818502233,-1.1021729761252876
306,4,6,7,-0.8398589493524278,-0.24291785758819862,0.6906447512150982
307,3,5,3,-0.14416580265647586,-0.24291785758819862,1.1388491830501948
308,3,2,6,0.8466698911226072,-1.2901814124701416,-1.1021729761252876
309,2,2,5,1.5001998168066835,1.5723389708738367,1.1388491830501948
310,1,4,3,0.4250376810038485,2.7592376664067073,-1.5503774079603843
311,5,5,2,0.21422157594446917,0.38544027534096614,-0.20576411245509474
312,4,4,7,-1.050675054411807,0.2458051346900434,1.5870536148852912
313,4,6,4,-0.8187773388464898,-1.3599989827956054,1.1388491830501948
314,3,7,3,0.44611929150978646,-0.17310028726273474,1.5870536148852912
315,2,3,3,-1.050675054411807,0.943980837944672,-0.6539685442901912
316,3,3,4,2.4699539000798283,0.8043456972937443,0.6906447512150982
317,5,5,5,-0.8187773388464898,0.2458051346900434,-0.6539685442901912
318,2,6,3,-0.14416580265647586,1.013798408270136,0.2424403193800017
319,5,6,4,-0.16524741316241381,-0.6618232795409767,-0.6539685442901912
320,3,7,4,0.6990986175810415,0.8043456972937443,0.2424403193800017
321,5,2,3,0.8677515016285451,0.45525784566643,-0.20576411245509474
322,5,6,4,-1.050675054411807,0.03635242371365185,-0.6539685442901912
323,5,1,4,-0.9241853913761795,-0.17310028726273474,-1.1021729761252876
324,3,5,5,-1.1560831069414967,-0.7316408498664356,-0.20576411245509474
325,4,4,6,-0.6290428442930484,-1.499634123446528,1.1388491830501948
326,5,6,3,-0.9874302228939933,0.1061699940391157,-0.6539685442901912
327,4,3,2,2.6175251736213943,0.7345281269682804,0.2424403193800017
328,3,2,3,1.4791182063007453,-1.0807287014937499,2.483462478555484
329,3,2,3,-0.8398589493524278,-1.3599989827956054,-0.20576411245509474
330,5,3,7,-0.9452670018821175,-0.17310028726273474,-0.20576411245509474
331,4,5,3,0.8466698911226072,-1.1505462718192139,0.6906447512150982
332,5,4,2,2.3434642370442007,0.31562270501550727,-1.1021729761252876
333,3,5,2,0.2563847969563451,0.2458051346900434,0.6906447512150982
334,3,2,2,2.65968839463327,0.38544027534096614,-0.20576411245509474
335,5,2,5,-0.05983936063272403,-0.24291785758819862,-0.6539685442901912
336,5,2,5,-0.10200258164459994,-0.4523705685645852,0.6906447512150982
337,1,7,6,0.44611929150978646,2.549784955430321,-0.20576411245509474
338,5,5,6,-0.5657980127752346,0.1061699940391157,-0.6539685442901912
339,4,4,3,0.4672009020157244,-0.03346514661180705,0.2424403193800017
340,4,2,3,2.5753619526095184,-0.24291785758819862,0.2424403193800017
341,3,5,8,-0.9874302228939933,-1.010911131168291,0.2424403193800017
342,5,4,3,-0.14416580265647586,0.38544027534096614,-1.5503774079603843
343,4,4,3,-0.6290428442930484,0.8741632676192082,-0.6539685442901912
344,1,3,2,0.23530318645040713,-0.31273542791366243,4.27628020589587
345,3,7,3,-0.5868796232811725,1.013798408270136,-0.20576411245509474
346,2,4,2,0.4250376810038485,1.5723389708738367,-1.1021729761252876
347,5,5,5,0.44611929150978646,-0.31273542791366243,-0.20576411245509474
348,3,1,3,0.4672009020157244,0.1061699940391157,1.1388491830501948
349,3,3,4,-0.16524741316241381,0.8043456972937443,0.2424403193800017
350,3,6,8,0.21422157594446917,1.502521400548373,-1.1021729761252876
351,3,6,2,2.8283412786807736,-0.17310028726273474,0.2424403193800017
352,4,3,4,0.21422157594446917,-0.9410935608428272,0.6906447512150982
353,3,3,4,-0.8398589493524278,0.2458051346900434,-0.6539685442901912
354,5,4,4,0.44611929150978646,-0.03346514661180705,-0.20576411245509474
355,4,1,3,0.9099147226404211,0.1061699940391157,-1.5503774079603843
356,5,5,4,-0.16524741316241381,0.17598756436457955,-0.20576411245509474
357,5,7,7,-1.050675054411807,0.1061699940391157,-0.20576411245509474
358,5,5,5,0.0034054708850898407,0.45525784566643,-1.1021729761252876
359,4,7,4,-0.16524741316241381,-0.4523705685645852,1.1388491830501948
360,4,1,7,2.5542803421035796,0.31562270501550727,0.2424403193800017
361,5,4,7,-0.08092097113866198,0.17598756436457955,-1.2366343056758153
362,2,1,5,-0.8187773388464898,1.3628862598974503,-0.6539685442901912
363,2,4,5,-0.6290428442930484,0.1061699940391157,1.8111558308028395
364,4,2,3,-0.9663486123880554,-1.0807287014937499,0.6906447512150982
365,5,5,3,-0.16524741316241381,0.17598756436457955,-1.1021729761252876
366,5,4,5,-0.776614117834614,-0.1032827169372709,-1.0573525329417774
367,2,3,2,2.5542803421035796,-2.8959855299557855,1.1388491830501948
368,4,7,2,0.4672009020157244,-0.17310028726273474,0.2424403193800017
369,3,2,3,0.9099147226404211,-0.8712759905173634,0.2424403193800017
370,4,4,4,0.4250376810038485,-0.6618232795409767,0.2424403193800017
371,5,5,4,0.678017007075104,0.2458051346900434,-0.6539685442901912
372,4,7,4,-0.9663486123880554,-1.7090868344229198,0.6906447512150982
373,3,1,4,1.668852700854187,0.8043456972937443,0.287260762563512
374,3,2,2,0.44611929150978646,1.1534335489210585,-0.20576411245509474
375,4,1,4,-1.0085118333999312,0.1061699940391157,0.6906447512150982
376,4,4,4,-1.0085118333999312,0.17598756436457955,0.6906447512150982
377,5,2,6,-0.9874302228939933,0.45525784566643,-0.20576411245509474
378,2,1,4,1.0574859961819867,1.2930686895719863,0.6906447512150982
379,5,3,2,-0.8398589493524278,0.31562270501550727,-1.1021729761252876
380,5,6,2,0.9099147226404211,-0.38255299823912137,-1.1021729761252876
381,2,4,3,1.4791182063007453,1.3628862598974503,0.6906447512150982
382,3,1,3,2.5542803421035796,-1.7090868344229198,2.035258046720388
383,2,3,2,2.891586110198587,-1.9883571157247701,2.035258046720388
384,4,5,4,-0.6501244547989864,-1.7789044047483786,-0.20576411245509474
